group_id,size,child_present,coverage,category,ad_id,ad_title,ad_tagline
117,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
118,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
119,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
120,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
121,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
122,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
123,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
124,1,False,1.0,Formal-Adult,FORM-001,Meridian Watches,"Timeless, for the moments that matter"
125,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
126,2,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
127,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
128,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
129,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
130,2,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
131,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
132,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
133,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
134,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
135,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
136,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
137,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
138,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
139,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
140,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
141,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
142,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
143,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
144,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
145,6,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
146,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
147,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
148,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
149,1,False,1.0,Formal-Adult,FORM-001,Meridian Watches,"Timeless, for the moments that matter"
150,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
151,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
152,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
153,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
154,3,False,1.0,Formal-Adult,FORM-001,Meridian Watches,"Timeless, for the moments that matter"
155,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
156,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
157,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
158,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
159,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
160,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
161,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
162,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
163,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
164,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
165,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
166,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
167,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
168,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
169,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
170,1,False,1.0,Formal-Adult,FORM-001,Meridian Watches,"Timeless, for the moments that matter"
171,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
172,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
173,2,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
174,1,False,1.0,Formal-Adult,FORM-001,Meridian Watches,"Timeless, for the moments that matter"
175,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
176,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
177,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
178,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
179,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
180,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
181,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
182,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
183,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
184,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
185,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
186,1,True,1.0,Family/Child-safe,FAM-001,Sunny Days Family Fun Pass,Kids under 12 go free this weekend at the City Adventure Park
187,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
188,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
189,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
190,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
191,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
192,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
193,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
194,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
195,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
196,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
197,1,False,1.0,Formal-Adult,FORM-001,Meridian Watches,"Timeless, for the moments that matter"
198,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
199,2,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
200,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
201,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
202,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
203,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
204,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
205,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
206,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
207,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
208,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
209,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
210,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
211,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
212,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
213,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
214,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
215,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
216,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
217,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
218,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
219,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
220,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
221,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
222,2,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
223,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
224,2,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
225,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
226,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
227,3,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
228,3,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
229,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
230,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
231,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
232,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
233,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
234,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
235,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
236,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
237,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
238,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
239,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
240,1,False,1.0,Formal-Adult,FORM-001,Meridian Watches,"Timeless, for the moments that matter"
241,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
242,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
243,1,True,1.0,Family/Child-safe,FAM-002,LittleSteps Sneakers,Comfy shoes built for busy little feet
244,5,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
245,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
246,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
247,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
248,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
249,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
250,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
251,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
252,1,True,1.0,Family/Child-safe,FAM-002,LittleSteps Sneakers,Comfy shoes built for busy little feet
253,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
254,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
255,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
256,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
257,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
258,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
259,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
260,1,True,1.0,Family/Child-safe,FAM-002,LittleSteps Sneakers,Comfy shoes built for busy little feet
261,2,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
262,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
263,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
264,2,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
265,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
266,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
267,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
268,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
269,1,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
270,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
271,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
272,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
273,2,False,1.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
274,2,False,1.0,Teen/Sportswear,TEEN-002,SplashZone Energy Drink,Fuel for whatever you're chasing
275,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
276,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
277,1,False,1.0,Casual-Adult,CAS-001,Everyday Basics Co.,"Simple clothes, well made"
278,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
279,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
280,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
281,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
282,1,False,1.0,Teen/Sportswear,TEEN-001,PulseFit Running Gear,Lace up. Level up.
283,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
284,1,False,0.0,Neutral-Fallback,NEU-001,City Transit Card,"One card, every ride"
285,1,False,1.0,Casual-Adult,CAS-002,QuickBite Caf̩,"Good coffee, no line"
